Date,"Coal Richards Bay 4800kcal NAR fob, London close, USD/t","Coal Richards Bay 5500kcal NAR fob, London close, USD/t","Coal Richards Bay 5700kcal NAR fob, London close, USD/t","Coal Richards Bay 6000kcal NAR fob current week avg, No time stamp, USD/t","Coal India 5500kcal NAR cfr, London close, USD/t",Crude Oil_Price,Brent Oil_Price,Dubai Crude_Price,Dutch TTF_Price,Natural Gas_Price
2021-05-05,47.25,66.38,81.81,93.14,81.03,65.59,68.96,66.65,23.96,2.982
2021-05-06,47.25,66.38,81.81,93.14,81.03,64.67,68.09,66.01,24.33,2.974
2021-05-07,52.56,70.27,86.39,100.49,84.03,64.88,68.28,66.15,23.94,3.004
2021-05-10,52.56,70.27,86.39,100.49,84.03,64.93,68.32,66.2,25.19,2.978
2021-05-11,52.56,70.27,86.39,100.49,84.03,65.3,68.55,66.32,25.805,2.999
2021-05-12,52.56,70.27,86.39,100.49,84.03,66.1,69.32,66.77,26.42,3.018
2021-05-13,52.56,70.27,86.39,100.49,84.03,63.84,67.05,65.42,26.25,3.025
2021-05-14,55.17,74.66,93.04,103.85,87.32,65.36,68.71,66.33,26.83,3.018
2021-05-17,55.17,74.66,93.04,103.85,87.32,66.28,69.46,66.82,26.31,3.164
2021-05-18,55.17,74.66,93.04,103.85,87.32,65.5,68.71,66.64,24.81,3.078
2021-05-19,55.17,74.66,93.04,103.85,87.32,63.35,66.66,65.92,22.665,3.028
2021-05-20,55.17,74.66,93.04,103.85,87.32,61.94,65.11,65.39,24.685,2.991
2021-05-21,57.22,76.72,91.69,105.4,88.39,63.36,66.44,65.73,24.795,2.977
2021-05-24,57.22,76.72,91.69,105.4,88.39,65.78,68.46,66.26,24.76,2.96
2021-05-25,57.22,76.72,91.69,105.4,88.39,65.79,68.65,66.3,26.19,2.974
2021-05-26,57.22,76.72,91.69,105.4,88.39,65.96,68.87,66.33,26.425,3.027
2021-05-27,57.22,76.72,91.69,105.4,88.39,66.6,69.46,66.32,25.2,2.978
2021-05-28,59.18,78.6,94.65,112.1,92.26,66.1,69.63,66.28,24.93,3.007
2021-05-31,59.18,78.6,94.65,112.1,92.26,66.96,69.32,66.28,24.93,3.055
2021-06-01,59.18,78.6,94.65,112.1,92.26,67.52,70.25,68.49,25.975,3.126
2021-06-02,59.18,78.6,94.65,112.1,92.26,68.63,71.35,69.5,25.725,3.094
2021-06-03,59.18,78.6,94.65,112.1,92.26,68.6,71.31,69.47,25.705,3.059
2021-06-04,61.73,82.33,98.66,112.6,96.44,69.39,71.89,70.03,25.795,3.114
2021-06-07,61.73,82.33,98.66,112.6,96.44,69.04,71.49,69.84,26.49,3.089
2021-06-08,61.73,82.33,98.66,112.6,96.44,69.87,72.22,70.36,27.8,3.14
2021-06-09,61.73,82.33,98.66,112.6,96.44,69.79,72.22,70.34,28.3,3.144
2021-06-10,61.73,82.33,98.66,112.6,96.44,70.09,72.52,70.52,28.685,3.166
2021-06-11,66.44,86.03,101.82,117.59,99.19,70.6,72.69,70.61,27.845,3.311
2021-06-14,66.44,86.03,101.82,117.59,99.19,70.63,72.86,70.78,28.81,3.367
2021-06-15,66.44,86.03,101.82,117.59,99.19,71.86,73.99,71.39,28.135,3.256
2021-06-16,66.44,86.03,101.82,117.59,99.19,71.95,74.39,71.56,28.03,3.271
2021-06-17,66.44,86.03,101.82,117.59,99.19,70.78,73.08,70.94,28.31,3.275
2021-06-18,65.54,86.48,103.31,116.28,102.04,71.29,73.51,71.07,29.405,3.236
2021-06-21,65.54,86.48,103.31,116.28,102.04,73.12,74.9,71.48,29.615,3.215
2021-06-22,65.54,86.48,103.31,116.28,102.04,72.85,74.81,71.41,30.735,3.277
2021-06-23,65.54,86.48,103.31,116.28,102.04,72.36,75.19,71.52,31.545,3.352
2021-06-24,65.54,86.48,103.31,116.28,102.04,72.63,75.56,71.6,32.015,3.437
2021-06-25,68.08,87.79,105.41,115.27,103.28,73.33,76.18,71.65,32.385,3.52
2021-06-28,68.08,87.79,105.41,115.27,103.28,72.2,74.68,71.54,32.29,3.593
2021-06-29,68.08,87.79,105.41,115.27,103.28,72.31,74.76,71.57,33.486,3.606
2021-06-30,68.08,87.79,105.41,115.27,103.28,72.77,75.13,71.57,34.62,3.624
2021-07-01,68.08,87.79,105.41,115.27,103.28,74.33,75.84,73.88,36.145,3.632
2021-07-02,69.0,89.18,107.39,115.27,105.45,74.36,76.17,74.23,35.827,3.668
2021-07-05,69.0,89.18,107.39,115.27,105.45,76.25,77.16,74.23,35.827,3.79
2021-07-06,69.0,89.18,107.39,115.27,105.45,72.58,74.53,72.93,34.105,3.608
2021-07-07,69.0,89.18,107.39,115.27,105.45,71.5,73.43,72.08,32.34,3.574
2021-07-08,69.0,89.18,107.39,115.27,105.45,72.22,74.12,72.58,33.31,3.667
2021-07-09,69.59,91.35,108.93,116.79,106.27,73.81,75.55,73.72,36.632,3.657
2021-07-12,69.59,91.35,108.93,116.79,106.27,73.44,75.16,73.54,34.65,3.732
2021-07-13,69.59,91.35,108.93,116.79,106.27,74.69,76.49,74.36,35.465,3.682
2021-07-14,69.59,91.35,108.93,116.79,106.27,72.64,74.76,73.48,34.775,3.648
2021-07-15,69.59,91.35,108.93,116.79,106.27,71.38,73.47,72.83,33.795,3.601
2021-07-16,76.65,98.11,117.78,121.27,111.27,71.56,73.59,72.92,34.84,3.658
2021-07-19,76.65,98.11,117.78,121.27,111.27,66.35,68.62,71.01,35.65,3.754
2021-07-20,76.65,98.11,117.78,121.27,111.27,67.2,69.35,71.28,35.165,3.852
2021-07-21,76.65,98.11,117.78,121.27,111.27,69.57,72.23,72.28,35.95,3.938
2021-07-22,76.65,98.11,117.78,121.27,111.27,71.14,73.79,72.81,36.13,3.982
2021-07-23,81.12,102.56,123.15,129.15,116.25,71.38,74.1,72.87,35.525,4.042
2021-07-26,81.12,102.56,123.15,129.15,116.25,71.34,74.5,72.83,36.915,4.082
2021-07-27,81.12,102.56,123.15,129.15,116.25,71.14,74.48,72.81,37.59,3.942
2021-07-28,81.12,102.56,123.15,129.15,116.25,71.79,74.74,72.81,39.7,3.967
2021-07-29,81.12,102.56,123.15,129.15,116.25,72.98,76.05,72.89,41.154,4.06
2021-07-30,82.0,104.57,125.64,130.15,117.69,73.23,76.33,72.9,40.755,3.92
2021-08-02,82.0,104.57,125.64,130.15,117.69,70.61,72.89,71.37,42.155,3.938
2021-08-03,82.0,104.57,125.64,130.15,117.69,70.03,72.41,70.95,41.245,4.032
2021-08-04,82.0,104.57,125.64,130.15,117.69,67.79,70.38,69.39,42.255,4.163
2021-08-05,82.0,104.57,125.64,130.15,117.69,68.74,71.29,70.22,42.9,4.148
2021-08-06,82.66,104.82,125.73,133.49,120.14,68.1,70.7,69.74,43.12,4.154
2021-08-09,82.66,104.82,125.73,133.49,120.14,66.3,69.04,68.49,42.785,4.075
2021-08-10,82.66,104.82,125.73,133.49,120.14,68.06,70.63,69.71,44.655,4.103
2021-08-11,82.66,104.82,125.73,133.49,120.14,69.02,71.44,70.42,45.985,4.071
2021-08-12,82.66,104.82,125.73,133.49,120.14,68.9,71.31,70.44,45.87,3.948
2021-08-13,87.6,108.79,132.07,137.06,120.16,68.21,70.59,70.05,44.63,3.875
2021-08-16,87.6,108.79,132.07,137.06,120.16,67.05,69.51,69.53,47.99,3.96
2021-08-17,87.6,108.79,132.07,137.06,120.16,66.34,69.03,69.33,46.95,3.851
2021-08-18,87.6,108.79,132.07,137.06,120.16,65.21,68.23,68.95,45.385,3.866
2021-08-19,87.6,108.79,132.07,137.06,120.16,63.5,66.45,68.03,40.395,3.844
2021-08-20,88.46,110.86,133.05,139.82,125.12,62.14,65.18,67.6,41.944,3.866
2021-08-23,88.46,110.86,133.05,139.82,125.12,65.34,68.75,68.76,41.68,3.96
2021-08-24,88.46,110.86,133.05,139.82,125.12,67.25,71.05,69.31,44.87,3.916
2021-08-25,88.46,110.86,133.05,139.82,125.12,68.06,72.25,69.45,45.285,3.925
2021-08-26,88.46,110.86,133.05,139.82,125.12,67.1,71.07,69.24,45.79,4.211
2021-08-27,89.14,113.48,135.76,142.09,126.11,68.48,72.7,69.44,47.806,4.388
2021-08-30,89.14,113.48,135.76,142.09,126.11,68.93,73.41,69.46,49.68,4.359
2021-08-31,89.14,113.48,135.76,142.09,126.11,68.26,72.99,69.49,50.34,4.425
2021-09-01,89.14,113.48,135.76,142.09,126.11,68.32,71.59,69.92,50.23,4.663
2021-09-02,89.14,113.48,135.76,142.09,126.11,69.73,73.03,71.22,51.915,4.692
2021-09-03,95.79,120.49,144.6,148.85,130.82,69.07,72.61,70.64,51.505,4.762
2021-09-06,95.79,120.49,144.6,148.85,130.82,68.8,72.22,70.64,51.505,4.693
2021-09-07,95.79,120.49,144.6,148.85,130.82,68.13,71.69,69.71,53.91,4.615
2021-09-08,95.79,120.49,144.6,148.85,130.82,69.05,72.6,70.38,55.29,4.962
2021-09-09,95.79,120.49,144.6,148.85,130.82,67.92,71.45,69.63,56.58,5.072
2021-09-10,98.9,124.34,148.35,153.77,135.88,69.47,72.92,70.7,57.916,4.973
2021-09-13,98.9,124.34,148.35,153.77,135.88,70.19,73.51,71.11,61.28,5.273
2021-09-14,98.9,124.34,148.35,153.77,135.88,70.23,73.6,71.19,65.765,5.305
2021-09-15,98.9,124.34,148.35,153.77,135.88,72.33,75.46,72.09,70.705,5.507
2021-09-16,98.9,124.34,148.35,153.77,135.88,72.37,75.67,72.07,63.25,5.382
2021-09-17,100.79,126.75,149.79,158.7,138.5,71.82,75.34,71.92,65.103,5.146
2021-09-20,100.79,126.75,149.79,158.7,138.5,70.14,73.92,71.36,75.315,5.022
2021-09-21,100.79,126.75,149.79,158.7,138.5,70.49,74.36,71.57,73.78,4.842
2021-09-22,100.79,126.75,149.79,158.7,138.5,71.89,76.19,72.14,71.69,4.855
2021-09-23,100.79,126.75,149.79,158.7,138.5,72.95,77.25,72.35,69.685,5.043
2021-09-24,104.18,130.63,156.17,162.24,141.65,73.61,78.09,72.45,70.24,5.2
2021-09-27,104.18,130.63,156.17,162.24,141.65,75.08,79.53,72.61,76.505,5.731
2021-09-28,104.18,130.63,156.17,162.24,141.65,74.9,79.09,72.63,78.565,5.88
2021-09-29,104.18,130.63,156.17,162.24,141.65,74.5,78.64,72.57,86.609,5.595
2021-09-30,104.18,130.63,156.17,162.24,141.65,74.7,78.52,72.61,97.775,5.991
2021-10-01,126.17,155.43,183.7,193.94,160.76,75.58,79.28,76.77,93.625,5.763
2021-10-04,126.17,155.43,183.7,193.94,160.76,77.33,81.26,78.52,96.65,5.906
2021-10-05,126.17,155.43,183.7,193.94,160.76,78.57,82.56,79.71,116.02,6.432
2021-10-06,126.17,155.43,183.7,193.94,160.76,77.06,81.08,78.69,108.19,5.803
2021-10-07,126.17,155.43,183.7,193.94,160.76,77.96,81.95,79.45,96.585,5.817
2021-10-08,152.61,185.6,216.97,229.89,175.32,78.76,82.39,79.76,87.605,5.71
2021-10-11,152.61,185.6,216.97,229.89,175.32,79.92,83.65,80.68,85.215,5.502
2021-10-12,152.61,185.6,216.97,229.89,175.32,79.92,83.42,80.58,85.7,5.663
2021-10-13,152.61,185.6,216.97,229.89,175.32,79.82,83.18,80.45,93.615,5.753
2021-10-14,152.61,185.6,216.97,229.89,175.32,80.77,84.0,80.95,102.17,5.837
2021-10-15,158.45,192.5,224.43,239.82,217.15,81.73,84.86,81.51,93.65,5.6
2021-10-18,158.45,192.5,224.43,239.82,217.15,81.69,84.33,81.31,93.935,5.236
2021-10-19,158.45,192.5,224.43,239.82,217.15,82.44,85.08,81.61,89.93,5.35
2021-10-20,158.45,192.5,224.43,239.82,217.15,83.42,85.82,81.81,93.45,5.447
2021-10-21,158.45,192.5,224.43,239.82,217.15,81.36,84.61,81.44,88.465,5.346
2021-10-22,132.88,167.09,191.93,212.47,196.52,82.5,85.53,81.61,87.34,5.461
2021-10-25,132.88,167.09,191.93,212.47,196.52,82.61,85.99,81.73,88.645,6.056
2021-10-26,132.88,167.09,191.93,212.47,196.52,83.36,86.4,81.82,88.495,6.003
2021-10-27,132.88,167.09,191.93,212.47,196.52,81.48,84.58,81.6,86.82,6.198
2021-10-28,132.88,167.09,191.93,212.47,196.52,81.46,84.32,81.55,77.032,5.871
2021-10-29,103.51,130.91,155.6,175.77,172.48,81.78,84.38,81.58,64.865,5.529
2021-11-01,103.51,130.91,155.6,175.77,172.48,82.45,84.71,82.38,65.62,5.305
2021-11-02,103.51,130.91,155.6,175.77,172.48,82.44,84.72,82.54,67.605,5.64
2021-11-03,103.51,130.91,155.6,175.77,172.48,79.57,81.99,80.16,76.54,5.78
2021-11-04,103.51,130.91,155.6,175.77,172.48,77.7,80.54,78.95,73.375,5.826
2021-11-05,84.19,107.17,122.99,136.78,140.33,80.13,82.74,80.94,74.025,5.626
2021-11-08,84.19,107.17,122.99,136.78,140.33,80.74,83.43,81.62,79.075,5.505
2021-11-09,84.19,107.17,122.99,136.78,140.33,82.56,84.78,82.58,72.585,5.07
2021-11-10,84.19,107.17,122.99,136.78,140.33,80.06,82.64,81.27,70.125,4.974
2021-11-11,84.19,107.17,122.99,136.78,140.33,80.42,82.87,81.67,74.79,5.245
2021-11-12,86.7,107.14,127.16,137.69,132.75,79.69,82.17,81.48,75.675,4.88
2021-11-15,86.7,107.14,127.16,137.69,132.75,79.75,82.05,81.41,79.945,5.104
2021-11-16,86.7,107.14,127.16,137.69,132.75,79.74,82.43,81.67,94.19,5.27
2021-11-17,86.7,107.14,127.16,137.69,132.75,77.55,80.28,80.76,95.005,4.914
2021-11-18,86.7,107.14,127.16,137.69,132.75,78.41,81.24,81.11,95.165,4.995
2021-11-19,81.9,104.56,122.32,131.43,124.36,75.94,78.89,80.33,87.125,5.145
2021-11-22,81.9,104.56,122.32,131.43,124.36,76.12,79.7,80.55,84.015,4.861
2021-11-23,81.9,104.56,122.32,131.43,124.36,77.94,82.31,81.22,90.925,5.035
2021-11-24,81.9,104.56,122.32,131.43,124.36,77.81,82.25,81.2,93.985,5.114
2021-11-25,81.9,104.56,122.32,131.43,124.36,77.41,82.22,81.2,93.985,5.087
2021-11-26,101.1,129.26,148.17,158.3,135.53,67.84,72.72,80.08,87.772,5.477
2021-11-29,101.1,129.26,148.17,158.3,135.53,69.62,73.44,80.31,93.146,4.768
2021-11-30,101.1,129.26,148.17,158.3,135.53,65.85,70.57,80.28,92.515,4.506
2021-12-01,101.1,129.26,148.17,158.3,135.53,65.37,68.87,67.73,95.675,4.188
2021-12-02,101.1,129.26,148.17,158.3,135.53,66.27,69.67,68.62,94.83,3.997
2021-12-03,77.98,99.91,120.15,128.44,123.95,66.1,69.88,68.91,89.48,4.073
2021-12-06,77.98,99.91,120.15,128.44,123.95,69.3,73.08,71.65,89.93,3.625
2021-12-07,77.98,99.91,120.15,128.44,123.95,71.84,75.44,73.54,95.885,3.674
2021-12-08,77.98,99.91,120.15,128.44,123.95,72.18,75.82,73.69,101.5,3.774
2021-12-09,77.98,99.91,120.15,128.44,123.95,70.79,74.42,72.72,100.445,3.784
2021-12-10,83.41,106.41,126.08,132.67,126.0,71.48,75.15,73.19,105.775,3.889
2021-12-13,83.41,106.41,126.08,132.67,126.0,71.06,74.39,72.71,116.085,3.761
2021-12-14,83.41,106.41,126.08,132.67,126.0,70.52,73.7,72.22,128.3,3.713
2021-12-15,83.41,106.41,126.08,132.67,126.0,70.66,73.88,72.38,132.285,3.761
2021-12-16,83.41,106.41,126.08,132.67,126.0,72.15,75.02,73.02,142.765,3.715
2021-12-17,91.4,115.27,135.33,145.76,123.63,70.72,73.52,72.43,136.915,3.639
2021-12-20,91.4,115.27,135.33,145.76,123.63,68.61,71.52,71.65,146.925,3.758
2021-12-21,91.4,115.27,135.33,145.76,123.63,70.82,73.98,72.42,180.265,3.774
2021-12-22,91.4,115.27,135.33,145.76,123.63,72.33,75.29,72.71,172.875,3.86
2021-12-23,91.4,115.27,135.33,145.76,123.63,73.42,76.85,72.99,132.58,3.63
2021-12-24,90.92,115.6,138.08,147.24,130.54,73.42,76.14,72.99,132.58,3.63
2021-12-27,90.92,115.6,138.08,147.24,130.54,75.18,78.6,73.2,106.895,3.942
2021-12-28,90.92,115.6,138.08,147.24,130.54,75.6,78.94,73.16,106.59,3.885
2021-12-29,90.92,115.6,138.08,147.24,130.54,76.18,79.23,73.21,96.475,3.85
2021-12-30,90.92,115.6,138.08,147.24,130.54,76.61,79.32,73.2,87.027,3.435
2021-12-31,75.54,97.28,115.55,125.65,125.77,74.88,77.78,73.19,70.345,3.557
2022-01-03,75.54,97.28,115.55,125.65,125.77,75.85,78.98,77.03,80.435,3.678
2022-01-04,75.54,97.28,115.55,125.65,125.77,76.74,80.0,78.03,88.74,3.582
2022-01-05,75.54,97.28,115.55,125.65,125.77,77.47,80.8,78.81,91.52,3.71
2022-01-06,75.54,97.28,115.55,125.65,125.77,78.88,81.99,79.69,96.5,3.67
2022-01-07,87.11,110.04,128.79,143.52,138.8,78.44,81.75,79.53,88.175,3.726
2022-01-10,87.11,110.04,128.79,143.52,138.8,77.7,80.87,78.89,84.605,3.834
2022-01-11,87.11,110.04,128.79,143.52,138.8,80.67,83.72,80.79,78.735,3.968
2022-01-12,87.11,110.04,128.79,143.52,138.8,82.02,84.67,81.34,75.155,4.327
2022-01-13,87.11,110.04,128.79,143.52,138.8,81.62,84.47,81.3,85.46,4.005
2022-01-14,96.51,126.32,139.82,162.57,147.83,83.3,86.06,82.27,86.97,4.081
2022-01-17,96.51,126.32,139.82,162.57,147.83,83.69,86.48,82.27,86.97,4.276
2022-01-18,96.51,126.32,139.82,162.57,147.83,84.83,87.51,83.22,78.335,4.048
2022-01-19,96.51,126.32,139.82,162.57,147.83,85.8,88.44,83.56,75.6,3.845
2022-01-20,96.51,126.32,139.82,162.57,147.83,85.55,88.38,83.5,75.205,3.649
2022-01-21,114.04,138.43,158.47,182.55,159.43,84.14,87.89,83.29,78.98,3.782
2022-01-24,114.04,138.43,158.47,182.55,159.43,82.41,86.27,82.87,93.0,3.875
2022-01-25,114.04,138.43,158.47,182.55,159.43,84.37,88.2,83.21,93.58,3.894
2022-01-26,114.04,138.43,158.47,182.55,159.43,85.96,89.96,83.39,91.835,4.036
2022-01-27,114.04,138.43,158.47,182.55,159.43,85.29,89.34,83.33,92.3,4.283
2022-01-28,125.83,148.91,173.55,201.3,165.91,85.43,90.03,83.36,92.062,4.473
2022-01-31,125.83,148.91,173.55,201.3,165.91,86.49,91.21,83.45,84.67,4.675
2022-02-01,125.83,148.91,173.55,201.3,165.91,86.46,89.16,87.42,76.165,4.573
2022-02-02,125.83,148.91,173.55,201.3,165.91,86.69,89.47,87.77,77.35,5.044
2022-02-03,125.83,148.91,173.55,201.3,165.91,88.45,91.11,89.16,80.225,4.72
2022-02-04,109.0,138.89,153.16,183.78,169.78,90.33,93.27,91.06,82.65,4.492
2022-02-07,109.0,138.89,153.16,183.78,169.78,89.77,92.69,90.76,79.595,4.198
2022-02-08,109.0,138.89,153.16,183.78,169.78,87.9,90.78,89.28,77.3,4.218
2022-02-09,109.0,138.89,153.16,183.78,169.78,88.53,91.55,89.88,74.415,3.98
2022-02-10,109.0,138.89,153.16,183.78,169.78,88.56,91.41,89.92,74.355,3.943
2022-02-11,124.66,160.72,180.32,201.98,180.38,91.42,94.44,91.79,77.425,3.935
2022-02-14,124.66,160.72,180.32,201.98,180.38,93.5,96.48,92.61,80.77,4.16
2022-02-15,124.66,160.72,180.32,201.98,180.38,90.21,93.28,90.86,70.92,4.241
2022-02-16,124.66,160.72,180.32,201.98,180.38,91.83,94.81,91.56,69.795,4.572
2022-02-17,124.66,160.72,180.32,201.98,180.38,90.04,92.97,90.67,74.915,4.43
2022-02-18,128.49,162.33,181.9,211.52,183.03,90.21,93.54,90.9,73.76,4.377
2022-02-21,128.49,162.33,181.9,211.52,183.03,92.65,95.39,90.9,73.76,4.705
2022-02-22,128.49,162.33,181.9,211.52,183.03,91.91,96.84,91.84,79.79,4.461
2022-02-23,128.49,162.33,181.9,211.52,183.03,90.69,96.84,91.7,88.89,4.593
2022-02-24,128.49,162.33,181.9,211.52,183.03,90.94,99.08,92.07,134.315,4.641
2022-02-25,151.27,189.0,216.37,228.31,203.78,89.89,97.93,91.93,94.422,4.485
2022-02-28,151.27,189.0,216.37,228.31,203.78,93.5,100.99,92.34,98.595,4.42
2022-03-01,151.27,189.0,216.37,228.31,203.78,100.21,104.97,102.0,121.675,4.598
2022-03-02,151.27,189.0,216.37,228.31,203.78,107.06,112.93,109.4,165.545,4.787
2022-03-03,151.27,189.0,216.37,228.31,203.78,104.61,110.46,106.58,160.825,4.736
2022-03-04,251.7,306.76,346.85,359.9,271.7,112.11,118.11,114.95,192.55,5.036
2022-03-07,251.7,306.76,346.85,359.9,271.7,115.8,123.21,118.18,227.2,4.858
2022-03-08,251.7,306.76,346.85,359.9,271.7,119.65,127.98,122.53,214.555,4.563
2022-03-09,251.7,306.76,346.85,359.9,271.7,105.05,111.14,110.86,155.88,4.561
2022-03-10,251.7,306.76,346.85,359.9,271.7,102.99,109.33,110.2,126.4,4.669
2022-03-11,301.09,360.24,412.35,428.22,312.89,106.3,112.67,112.59,131.23,4.766
2022-03-14,301.09,360.24,412.35,428.22,312.89,101.18,106.9,109.18,114.52,4.702
2022-03-15,301.09,360.24,412.35,428.22,312.89,94.79,99.91,105.76,115.44,4.617
2022-03-16,301.09,360.24,412.35,428.22,312.89,93.59,98.02,104.89,102.625,4.784
2022-03-17,301.09,360.24,412.35,428.22,312.89,101.65,106.64,108.78,105.09,5.021
2022-03-18,183.2,226.55,260.51,294.8,254.6,103.09,107.93,108.99,105.045,4.902
2022-03-21,183.2,226.55,260.51,294.8,254.6,109.97,115.62,111.73,96.302,4.934
2022-03-22,183.2,226.55,260.51,294.8,254.6,109.27,115.48,111.43,98.745,5.227
2022-03-23,183.2,226.55,260.51,294.8,254.6,111.99,121.6,112.59,117.0,5.274
2022-03-24,183.2,226.55,260.51,294.8,254.6,109.43,119.03,111.82,111.61,5.446
2022-03-25,181.59,221.54,262.71,263.13,233.97,111.06,120.65,112.1,101.27,5.611
2022-03-28,181.59,221.54,262.71,263.13,233.97,103.42,112.48,110.84,102.545,5.538
2022-03-29,181.59,221.54,262.71,263.13,233.97,102.05,110.23,110.55,108.38,5.33
2022-03-30,181.59,221.54,262.71,263.13,233.97,105.68,113.45,110.89,118.97,5.658
2022-03-31,181.59,221.54,262.71,263.13,233.97,98.52,107.91,110.89,125.905,5.701
2022-04-01,167.18,212.22,252.38,259.76,223.29,97.9,104.39,101.85,112.15,5.795
2022-04-04,167.18,212.22,252.38,259.76,223.29,101.84,107.53,104.77,109.525,5.793
2022-04-05,167.18,212.22,252.38,259.76,223.29,100.68,106.64,103.27,108.565,6.108
2022-04-06,167.18,212.22,252.38,259.76,223.29,95.41,101.07,98.81,106.79,6.107
2022-04-07,167.18,212.22,252.38,259.76,223.29,95.51,100.58,98.42,104.565,6.436
2022-04-08,192.7,234.24,275.9,281.74,232.45,97.73,102.78,99.72,103.88,6.356
2022-04-11,192.7,234.24,275.9,281.74,232.45,93.92,98.48,97.02,100.135,6.723
2022-04-12,192.7,234.24,275.9,281.74,232.45,100.15,104.64,101.49,102.22,6.763
2022-04-13,192.7,234.24,275.9,281.74,232.45,103.79,108.78,103.7,105.325,7.096
2022-04-14,215.98,265.25,309.88,326.69,237.11,106.38,111.7,104.82,95.62,7.423
2022-04-18,215.98,265.25,309.88,326.69,237.11,107.61,113.16,105.44,95.62,7.958
2022-04-19,215.98,265.25,309.88,326.69,237.11,102.05,107.25,103.09,93.77,7.277
2022-04-20,215.98,265.25,309.88,326.69,237.11,102.19,106.8,103.12,94.23,7.065
2022-04-21,215.98,265.25,309.88,326.69,237.11,102.96,108.33,103.85,100.06,7.096
2022-04-22,219.92,270.96,312.47,326.31,257.5,101.05,106.65,103.43,94.875,6.663
2022-04-25,219.92,270.96,312.47,326.31,257.5,97.67,102.32,102.3,92.835,6.805
2022-04-26,219.92,270.96,312.47,326.31,257.5,100.41,104.99,102.69,103.21,6.978
2022-04-27,219.92,270.96,312.47,326.31,257.5,100.68,105.32,102.69,107.425,7.339
2022-04-28,219.92,270.96,312.47,326.31,257.5,103.47,107.59,102.76,100.142,6.994
2022-04-29,190.92,237.52,276.97,280.04,231.68,102.94,109.34,102.79,99.45,7.355
2022-05-03,190.92,237.52,276.97,280.04,231.68,100.9,104.97,103.39,99.425,8.025
2022-05-04,190.92,237.52,276.97,280.04,231.68,106.22,110.14,105.97,103.82,8.472
2022-05-05,190.92,237.52,276.97,280.04,231.68,106.74,110.9,106.4,106.51,8.841
2022-05-06,203.31,253.63,290.76,301.97,259.81,108.33,112.39,107.57,101.71,8.128
2022-05-09,203.31,253.63,290.76,301.97,259.81,101.77,105.94,102.79,93.785,7.106
2022-05-10,203.31,253.63,290.76,301.97,259.81,98.45,102.46,100.43,98.8,7.467
2022-05-11,203.31,253.63,290.76,301.97,259.81,104.03,107.51,104.56,94.01,7.727
2022-05-12,203.31,253.63,290.76,301.97,259.81,104.4,107.45,104.66,106.7,7.835
2022-05-13,208.26,260.79,295.6,324.6,262.18,108.63,111.55,107.23,96.88,7.765
2022-05-16,208.26,260.79,295.6,324.6,262.18,111.82,114.24,108.4,92.86,8.053
