Date,"Coal Richards Bay 4800kcal NAR fob, London close, USD/t","Coal Richards Bay 5500kcal NAR fob, London close, USD/t","Coal Richards Bay 5700kcal NAR fob, London close, USD/t","Coal Richards Bay 6000kcal NAR fob current week avg, No time stamp, USD/t","Coal India 5500kcal NAR cfr, London close, USD/t",Crude Oil_Price,Brent Oil_Price,Dubai Crude_Price,Dutch TTF_Price,Natural Gas_Price
2022-05-17,208.26,260.79,295.6,324.6,262.18,109.63,111.93,106.88,94.175,8.394
2022-05-18,208.26,260.79,295.6,324.6,262.18,107.04,109.11,105.53,94.54,8.455
2022-05-19,208.26,260.79,295.6,324.6,262.18,109.89,112.04,106.99,91.025,8.4
2022-05-20,222.35,274.11,314.74,347.18,252.02,110.28,112.55,107.21,87.9,8.178
2022-05-23,222.35,274.11,314.74,347.18,252.02,107.54,113.42,107.32,83.29,8.827
2022-05-24,222.35,274.11,314.74,347.18,252.02,107.2,113.56,107.17,84.505,8.836
2022-05-25,222.35,274.11,314.74,347.18,252.02,107.75,114.03,107.17,88.08,8.993
2022-05-26,222.35,274.11,314.74,347.18,252.02,111.25,117.4,107.64,85.97,8.895
2022-05-27,192.68,246.64,290.52,317.46,251.72,112.23,119.43,107.75,86.875,8.712
2022-05-30,192.68,246.64,290.52,317.46,251.72,117.61,121.67,107.75,86.875,8.686
2022-05-31,192.68,246.64,290.52,317.46,251.72,111.91,122.84,108.13,94.005,8.138
2022-06-01,194.96,255.32,303.74,333.07,249.34,112.72,116.29,110.91,85.55,8.686
2022-06-02,194.96,255.32,303.74,333.07,249.34,114.3,117.61,112.02,83.945,8.474
2022-06-03,194.96,255.32,303.74,333.07,249.34,116.23,119.72,113.83,83.1,8.51
2022-06-06,194.96,255.32,303.74,333.07,249.34,116.06,119.51,114.01,82.56,9.306
2022-06-07,194.96,255.32,303.74,333.07,249.34,117.1,120.57,115.29,79.61,9.278
2022-06-08,194.96,255.32,303.74,333.07,249.34,119.78,123.58,117.5,79.405,8.679
2022-06-09,194.96,255.32,303.74,333.07,249.34,119.09,123.07,117.09,84.88,8.978
2022-06-10,171.75,231.88,282.79,312.42,235.58,118.12,122.01,116.67,82.465,8.867
2022-06-13,171.75,231.88,282.79,312.42,235.58,118.25,122.27,116.64,83.4,8.619
2022-06-14,171.75,231.88,282.79,312.42,235.58,116.26,121.17,115.71,97.04,7.18
2022-06-15,171.75,231.88,282.79,312.42,235.58,113.09,118.51,114.35,120.33,7.406
2022-06-16,171.75,231.88,282.79,312.42,235.58,115.25,119.81,115.34,124.365,7.438
2022-06-17,152.38,208.65,270.89,312.3,215.13,107.99,113.12,112.72,117.74,6.906
2022-06-20,152.38,208.65,270.89,312.3,215.13,108.84,114.13,112.72,117.74,6.713
2022-06-21,152.38,208.65,270.89,312.3,215.13,109.52,114.65,113.34,125.56,6.783
2022-06-22,152.38,208.65,270.89,312.3,215.13,103.99,111.74,112.34,127.17,6.872
2022-06-23,152.38,208.65,270.89,312.3,215.13,101.58,110.05,111.86,133.345,6.283
2022-06-24,180.69,269.37,323.82,354.25,216.24,104.45,113.12,112.3,128.505,6.281
2022-06-27,180.69,269.37,323.82,354.25,216.24,106.38,115.09,112.7,129.46,6.546
2022-06-28,180.69,269.37,323.82,354.25,216.24,108.89,117.98,113.11,129.175,6.57
2022-06-29,180.69,269.37,323.82,354.25,216.24,107.01,116.26,113.02,139.588,6.493
2022-06-30,180.69,269.37,323.82,354.25,216.24,103.1,114.81,113.24,144.515,5.392
2022-07-01,155.08,235.17,301.85,332.33,215.96,105.39,111.63,107.89,147.785,5.712
2022-07-04,155.08,235.17,301.85,332.33,215.96,110.4,113.5,107.89,147.785,5.853
2022-07-05,155.08,235.17,301.85,332.33,215.96,96.52,102.77,100.73,165.075,5.487
2022-07-06,155.08,235.17,301.85,332.33,215.96,94.98,100.69,98.98,171.0,5.482
2022-07-07,155.08,235.17,301.85,332.33,215.96,99.25,104.65,102.02,183.185,6.262
2022-07-08,167.09,251.57,322.37,348.09,215.06,101.53,107.02,104.22,175.21,5.967
2022-07-11,167.09,251.57,322.37,348.09,215.06,101.21,107.1,104.28,164.52,6.319
2022-07-12,167.09,251.57,322.37,348.09,215.06,93.31,99.49,99.14,172.61,6.021
2022-07-13,167.09,251.57,322.37,348.09,215.06,93.83,99.57,100.0,180.505,6.589
2022-07-14,167.09,251.57,322.37,348.09,215.06,92.83,99.1,99.7,175.035,6.511
2022-07-15,163.97,249.99,317.43,342.5,214.23,94.57,101.16,101.03,159.565,6.926
2022-07-18,163.97,249.99,317.43,342.5,214.23,99.42,106.27,103.58,157.26,7.382
2022-07-19,163.97,249.99,317.43,342.5,214.23,100.74,107.35,103.78,154.455,7.15
2022-07-20,163.97,249.99,317.43,342.5,214.23,99.88,106.92,103.54,155.04,7.899
2022-07-21,163.97,249.99,317.43,342.5,214.23,93.78,103.86,102.55,155.6,7.815
2022-07-22,144.63,213.02,285.76,302.73,225.35,92.43,103.2,102.32,159.865,8.195
2022-07-25,144.63,213.02,285.76,302.73,225.35,94.42,105.15,102.63,176.615,8.571
2022-07-26,144.63,213.02,285.76,302.73,225.35,92.88,104.4,102.66,199.92,8.825
2022-07-27,144.63,213.02,285.76,302.73,225.35,95.29,106.62,102.75,205.225,8.554
2022-07-28,144.63,213.02,285.76,302.73,225.35,94.65,107.14,102.8,198.93,8.118
2022-07-29,166.43,239.95,316.32,321.62,224.48,96.75,110.01,103.12,190.915,8.208
2022-08-01,166.43,239.95,316.32,321.62,224.48,92.39,100.03,97.87,200.795,8.26
2022-08-02,166.43,239.95,316.32,321.62,224.48,93.22,100.54,99.4,205.175,7.698
2022-08-03,166.43,239.95,316.32,321.62,224.48,89.74,96.78,95.97,199.195,8.262
2022-08-04,166.43,239.95,316.32,321.62,224.48,87.56,94.12,94.08,199.25,8.114
2022-08-05,142.01,210.93,278.17,319.38,219.98,88.08,94.92,94.41,196.32,8.051
2022-08-08,142.01,210.93,278.17,319.38,219.98,89.93,96.65,96.04,193.055,7.578
2022-08-09,142.01,210.93,278.17,319.38,219.98,89.67,96.31,95.97,192.185,7.825
2022-08-10,142.01,210.93,278.17,319.38,219.98,91.2,97.4,96.87,205.365,8.193
2022-08-11,142.01,210.93,278.17,319.38,219.98,93.53,99.6,98.18,208.11,8.863
2022-08-12,135.46,211.07,279.91,303.62,222.25,91.46,98.15,96.48,206.11,8.744
2022-08-15,135.46,211.07,279.91,303.62,222.25,88.85,95.1,94.97,220.11,8.712
2022-08-16,135.46,211.07,279.91,303.62,222.25,86.16,92.34,93.46,225.915,9.311
2022-08-17,135.46,211.07,279.91,303.62,222.25,87.69,93.65,94.04,225.835,9.228
2022-08-18,135.46,211.07,279.91,303.62,222.25,90.11,96.59,95.18,241.005,9.17
2022-08-19,161.43,244.45,314.1,346.77,210.12,90.44,96.72,95.39,244.55,9.315
2022-08-22,161.43,244.45,314.1,346.77,210.12,90.36,96.48,95.39,276.75,9.647
2022-08-23,161.43,244.45,314.1,346.77,210.12,93.25,100.22,96.41,269.05,9.155
2022-08-24,161.43,244.45,314.1,346.77,210.12,94.4,101.22,96.46,292.15,9.3
2022-08-25,161.43,244.45,314.1,346.77,210.12,92.19,99.34,96.23,321.415,9.344
2022-08-26,156.81,250.45,317.77,361.63,214.47,92.39,100.99,96.53,339.195,9.269
2022-08-30,156.81,250.45,317.77,361.63,214.47,91.17,99.31,96.51,252.937,9.103
2022-08-31,156.81,250.45,317.77,361.63,214.47,89.03,96.49,96.6,239.905,9.189
2022-09-01,156.81,250.45,317.77,361.63,214.47,86.22,92.36,92.08,243.005,9.33
2022-09-02,149.02,245.77,313.05,335.58,223.82,86.48,93.02,92.6,214.665,8.85
2022-09-05,149.02,245.77,313.05,335.58,223.82,88.96,95.74,92.6,214.665,8.714
2022-09-06,149.02,245.77,313.05,335.58,223.82,86.51,92.83,93.13,239.84,8.212
2022-09-07,149.02,245.77,313.05,335.58,223.82,81.63,88.0,89.36,213.885,7.901
2022-09-08,149.02,245.77,313.05,335.58,223.82,83.07,89.15,90.17,220.54,7.971
2022-09-09,146.73,239.97,305.48,324.56,213.11,86.36,92.84,92.78,207.09,8.044
2022-09-12,146.73,239.97,305.48,324.56,213.11,87.41,94.0,93.36,190.59,8.287
2022-09-13,146.73,239.97,305.48,324.56,213.11,86.89,93.17,92.51,198.61,8.334
2022-09-14,146.73,239.97,305.48,324.56,213.11,88.05,94.1,93.35,217.88,9.167
2022-09-15,146.73,239.97,305.48,324.56,213.11,84.65,90.84,91.98,214.285,8.372
2022-09-16,131.83,205.34,268.75,281.1,211.47,84.76,91.35,92.26,187.795,7.811
2022-09-20,131.83,205.34,268.75,281.1,211.47,83.94,90.62,91.9,194.26,7.772
2022-09-21,131.83,205.34,268.75,281.1,211.47,82.43,89.83,91.81,189.78,7.827
2022-09-22,131.83,205.34,268.75,281.1,211.47,83.03,90.46,92.18,187.47,7.193
2022-09-23,123.13,199.2,259.31,269.06,207.46,78.25,86.15,91.02,185.495,6.992
2022-09-26,123.13,199.2,259.31,269.06,207.46,76.18,84.06,90.5,173.835,7.014
2022-09-27,123.13,199.2,259.31,269.06,207.46,77.81,86.27,90.72,186.1,6.76
2022-09-28,123.13,199.2,259.31,269.06,207.46,81.24,89.32,90.9,207.185,6.955
2022-09-29,123.13,199.2,259.31,269.06,207.46,80.42,88.49,90.81,187.665,7.142
2022-09-30,137.4,209.12,269.39,267.5,183.88,78.72,87.96,90.91,188.8,7.065
2022-10-03,137.4,209.12,269.39,267.5,183.88,82.7,88.86,88.03,169.91,6.803
2022-10-04,137.4,209.12,269.39,267.5,183.88,85.5,91.8,90.9,161.95,7.174
2022-10-05,137.4,209.12,269.39,267.5,183.88,86.84,93.37,92.12,173.695,7.236
2022-10-06,137.4,209.12,269.39,267.5,183.88,87.59,94.42,92.98,175.71,7.242
2022-10-07,133.8,194.27,251.91,252.2,190.43,91.35,97.92,95.8,156.205,7.047
2022-10-10,133.8,194.27,251.91,252.2,190.43,89.84,96.19,94.42,154.12,6.784
2022-10-11,133.8,194.27,251.91,252.2,190.43,87.97,94.29,92.93,156.78,6.928
2022-10-12,133.8,194.27,251.91,252.2,190.43,86.06,92.45,91.58,160.19,6.766
2022-10-13,133.8,194.27,251.91,252.2,190.43,87.95,94.57,92.42,153.81,7.053
2022-10-14,124.23,176.57,228.71,228.94,185.92,84.65,91.63,90.79,141.995,6.827
2022-10-17,124.23,176.57,228.71,228.94,185.92,84.53,91.62,90.71,127.98,6.479
2022-10-18,124.23,176.57,228.71,228.94,185.92,82.07,90.03,89.92,113.22,6.237
2022-10-19,124.23,176.57,228.71,228.94,185.92,84.52,92.41,90.53,112.51,5.928
2022-10-20,124.23,176.57,228.71,228.94,185.92,84.51,92.38,90.54,127.145,5.838
2022-10-21,115.27,165.67,216.02,229.33,176.76,83.95,93.5,90.95,113.575,5.472
2022-10-24,115.27,165.67,216.02,229.33,176.76,83.59,93.26,90.88,99.17,5.753
2022-10-25,115.27,165.67,216.02,229.33,176.76,84.31,93.52,90.84,99.795,6.166
2022-10-26,115.27,165.67,216.02,229.33,176.76,86.68,95.69,91.16,104.32,6.119
2022-10-27,115.27,165.67,216.02,229.33,176.76,87.83,96.96,91.26,107.385,5.875
2022-10-28,112.79,156.98,203.85,219.3,176.32,86.61,95.77,91.11,112.244,5.953
2022-10-31,112.79,156.98,203.85,219.3,176.32,85.4,94.83,91.13,123.35,6.607
2022-11-01,112.79,156.98,203.85,219.3,176.32,87.19,94.65,91.22,116.195,6.08
2022-11-02,112.79,156.98,203.85,219.3,176.32,88.86,96.16,91.87,125.865,6.589
2022-11-03,112.79,156.98,203.85,219.3,176.32,87.18,94.67,89.5,125.445,6.33
2022-11-04,125.47,147.0,191.34,205.64,171.86,91.45,98.57,93.63,114.785,6.754
2022-11-07,125.47,147.0,191.34,205.64,171.86,90.73,97.92,92.68,109.685,7.244
2022-11-08,125.47,147.0,191.34,205.64,171.86,88.0,95.36,90.62,118.145,6.524
2022-11-09,125.47,147.0,191.34,205.64,171.86,85.0,92.65,88.8,113.145,6.225
2022-11-10,125.47,147.0,191.34,205.64,171.86,85.66,93.67,89.36,113.45,6.613
2022-11-11,125.18,143.85,164.24,172.55,158.45,88.16,95.99,91.11,97.855,6.263
2022-11-14,125.18,143.85,164.24,172.55,158.45,85.16,93.14,89.5,113.705,6.299
2022-11-15,125.18,143.85,164.24,172.55,158.45,86.25,93.86,89.44,124.105,6.395
2022-11-16,125.18,143.85,164.24,172.55,158.45,85.0,92.86,88.94,113.9,6.607
2022-11-17,125.18,143.85,164.24,172.55,158.45,81.4,89.78,87.59,112.555,6.744
2022-11-18,119.49,147.03,173.52,181.7,154.98,80.11,87.62,86.86,115.51,6.716
2022-11-21,119.49,147.03,173.52,181.7,154.98,80.04,87.45,86.62,116.13,7.223
2022-11-22,119.49,147.03,173.52,181.7,154.98,80.73,88.36,86.6,119.64,7.406
2022-11-23,119.49,147.03,173.52,181.7,154.98,78.07,85.41,85.88,129.62,7.708
2022-11-24,119.49,147.03,173.52,181.7,154.98,77.95,85.34,85.88,129.62,7.177
2022-11-25,130.77,162.8,191.17,217.08,157.55,76.43,83.63,85.79,124.37,7.33
2022-11-28,130.77,162.8,191.17,217.08,157.55,77.33,83.19,85.97,123.28,7.196
2022-11-29,130.77,162.8,191.17,217.08,157.55,78.28,83.03,86.19,132.286,7.084
2022-11-30,130.77,162.8,191.17,217.08,157.55,80.66,85.43,86.22,146.395,6.818
2022-12-01,130.77,162.8,191.17,217.08,157.55,81.14,86.88,80.94,139.26,6.631
2022-12-02,145.3,175.18,210.88,236.32,165.72,80.05,85.57,80.1,135.56,6.169
2022-12-05,145.3,175.18,210.88,236.32,165.72,77.08,82.68,77.52,134.7,5.484
2022-12-06,145.3,175.18,210.88,236.32,165.72,74.46,79.35,75.12,138.49,5.378
2022-12-07,145.3,175.18,210.88,236.32,165.72,72.28,77.17,73.88,149.245,5.617
2022-12-08,145.3,175.18,210.88,236.32,165.72,71.58,76.15,73.45,138.895,5.82
2022-12-09,138.18,172.46,211.75,235.9,164.13,71.21,76.1,73.71,139.115,6.082
2022-12-12,138.18,172.46,211.75,235.9,164.13,73.28,77.99,75.13,136.59,6.416
2022-12-13,138.18,172.46,211.75,235.9,164.13,75.44,80.68,76.62,137.53,6.733
2022-12-14,138.18,172.46,211.75,235.9,164.13,77.31,82.7,77.67,131.51,6.22
2022-12-15,138.18,172.46,211.75,235.9,164.13,76.15,81.21,76.9,134.765,6.589
2022-12-16,119.43,147.96,186.2,206.01,160.66,74.46,79.04,75.89,115.45,6.303
2022-12-19,119.43,147.96,186.2,206.01,160.66,75.38,79.8,76.31,108.545,5.71
2022-12-20,119.43,147.96,186.2,206.01,160.66,76.23,79.99,76.4,105.69,5.216
2022-12-21,119.43,147.96,186.2,206.01,160.66,78.24,82.2,77.1,97.75,5.238
2022-12-22,119.43,147.96,186.2,206.01,160.66,77.42,80.98,76.87,91.94,4.928
2022-12-23,116.49,140.33,173.37,177.92,162.07,79.64,83.92,77.48,82.975,4.98
2022-12-27,116.49,140.33,173.37,177.92,162.07,79.64,84.33,77.52,80.045,5.118
2022-12-28,116.49,140.33,173.37,177.92,162.07,79.08,83.26,77.39,81.35,4.685
2022-12-29,116.49,140.33,173.37,177.92,162.07,78.5,82.26,77.24,83.83,4.117
2022-12-30,98.55,126.43,160.44,186.25,156.63,80.45,85.91,77.2,76.315,4.104
2023-01-03,98.55,126.43,160.44,186.25,156.63,77.12,82.1,77.91,72.315,3.641
2023-01-04,98.55,126.43,160.44,186.25,156.63,73.1,77.84,74.69,65.02,3.78
2023-01-05,98.55,126.43,160.44,186.25,156.63,73.92,78.69,75.46,72.42,3.426
2023-01-06,112.23,126.64,159.49,179.05,150.04,74.04,78.57,75.4,69.535,3.392
2023-01-09,112.23,126.64,159.49,179.05,150.04,74.92,79.65,76.43,74.3,3.563
2023-01-10,112.23,126.64,159.49,179.05,150.04,75.37,80.1,77.06,70.07,3.314
2023-01-11,112.23,126.64,159.49,179.05,150.04,77.68,82.67,78.68,65.345,3.346
2023-01-12,112.23,126.64,159.49,179.05,150.04,78.65,84.03,79.39,66.81,3.355
2023-01-13,97.04,119.51,147.63,163.95,146.2,80.11,85.28,80.02,64.81,3.196
2023-01-16,97.04,119.51,147.63,163.95,146.2,79.04,84.46,80.02,64.81,3.675
2023-01-17,97.04,119.51,147.63,163.95,146.2,80.45,85.92,80.66,60.06,3.253
2023-01-18,97.04,119.51,147.63,163.95,146.2,79.8,84.98,80.19,61.71,3.111
2023-01-19,97.04,119.51,147.63,163.95,146.2,80.61,86.16,80.49,60.715,3.124
2023-01-20,106.55,124.98,150.35,166.49,146.98,81.64,87.63,81.0,66.9,3.036
2023-01-23,106.55,124.98,150.35,166.49,146.98,81.93,88.19,81.07,66.0,3.222
2023-01-24,106.55,124.98,150.35,166.49,146.98,80.44,86.13,80.6,58.27,3.057
2023-01-25,106.55,124.98,150.35,166.49,146.98,80.44,86.12,80.57,56.66,2.915
2023-01-26,106.55,124.98,150.35,166.49,146.98,81.28,87.47,80.74,54.815,2.848
2023-01-27,100.63,121.2,139.81,150.36,141.97,79.96,86.66,80.58,55.425,2.849
2023-01-30,100.63,121.2,139.81,150.36,141.97,78.18,84.9,80.42,55.156,2.731
2023-01-31,100.63,121.2,139.81,150.36,141.97,79.17,84.49,80.38,57.35,2.741
2023-02-01,100.63,121.2,139.81,150.36,141.97,76.73,82.84,80.32,59.525,2.536
2023-02-02,100.63,121.2,139.81,150.36,141.97,76.2,82.17,80.07,57.04,2.522
2023-02-03,98.3,116.85,133.1,145.78,136.65,73.74,79.94,78.1,57.89,2.48
2023-02-06,98.3,116.85,133.1,145.78,136.65,74.47,80.99,78.97,58.11,2.535
2023-02-07,98.3,116.85,133.1,145.78,136.65,77.39,83.69,81.19,55.405,2.664
2023-02-08,98.3,116.85,133.1,145.78,136.65,78.69,85.09,82.17,53.685,2.477
2023-02-09,98.3,116.85,133.1,145.78,136.65,78.27,84.5,81.86,52.735,2.492
2023-02-10,97.55,116.91,132.67,144.45,134.3,79.92,86.39,83.15,53.945,2.607
2023-02-13,97.55,116.91,132.67,144.45,134.3,80.33,86.61,83.52,51.705,2.499
2023-02-14,97.55,116.91,132.67,144.45,134.3,79.24,85.58,83.05,52.385,2.652
2023-02-15,97.55,116.91,132.67,144.45,134.3,78.83,85.38,82.95,54.715,2.555
2023-02-16,97.55,116.91,132.67,144.45,134.3,78.74,85.14,82.83,52.01,2.485
2023-02-17,95.97,114.69,130.44,136.87,128.91,76.55,83.0,82.07,49.045,2.352
2023-02-20,95.97,114.69,130.44,136.87,128.91,77.3,84.07,82.07,49.045,2.324
2023-02-21,95.97,114.69,130.44,136.87,128.91,76.36,83.05,82.17,48.54,2.177
2023-02-22,95.97,114.69,130.44,136.87,128.91,74.19,80.6,81.69,50.57,2.298
2023-02-23,95.97,114.69,130.44,136.87,128.91,75.6,82.21,81.98,50.78,2.432
2023-02-24,93.81,112.82,129.45,136.57,127.6,76.47,83.16,82.12,51.015,2.548
2023-02-27,93.81,112.82,129.45,136.57,127.6,75.81,82.45,82.05,47.299,2.853
2023-02-28,93.81,112.82,129.45,136.57,127.6,77.19,83.89,82.08,46.665,2.863
2023-03-01,93.81,112.82,129.45,136.57,127.6,77.83,84.31,82.35,47.085,2.943
2023-03-02,93.81,112.82,129.45,136.57,127.6,78.31,84.75,83.06,46.815,2.899
2023-03-03,96.39,114.61,130.18,140.9,132.0,79.79,85.83,84.31,44.98,3.141
2023-03-06,96.39,114.61,130.18,140.9,132.0,80.56,86.18,84.4,42.15,2.73
2023-03-07,96.39,114.61,130.18,140.9,132.0,77.72,83.29,82.07,43.37,2.84
2023-03-08,96.39,114.61,130.18,140.9,132.0,76.81,82.66,81.97,42.34,2.713
2023-03-09,96.39,114.61,130.18,140.9,132.0,75.84,81.59,81.24,43.6,2.683
2023-03-10,92.09,107.99,122.49,127.13,129.88,76.78,82.78,82.16,52.855,2.559
2023-03-13,92.09,107.99,122.49,127.13,129.88,74.91,80.77,81.01,49.585,2.726
2023-03-14,92.09,107.99,122.49,127.13,129.88,71.49,77.45,79.2,44.185,2.69
2023-03-15,92.09,107.99,122.49,127.13,129.88,67.74,73.69,77.25,42.905,2.546
2023-03-16,92.09,107.99,122.49,127.13,129.88,68.52,74.7,77.85,44.34,2.626
2023-03-17,93.8,112.06,128.5,134.18,130.96,66.93,72.97,77.14,42.855,2.446
2023-03-20,93.8,112.06,128.5,134.18,130.96,67.82,73.79,77.37,39.325,2.331
2023-03-21,93.8,112.06,128.5,134.18,130.96,69.67,75.32,77.97,42.4,2.485
2023-03-22,93.8,112.06,128.5,134.18,130.96,71.02,76.69,78.35,39.975,2.307
2023-03-23,93.8,112.06,128.5,134.18,130.96,70.12,75.91,78.13,43.185,2.283
2023-03-24,92.0,108.94,123.68,130.07,130.44,69.41,74.99,77.86,41.095,2.361
2023-03-27,92.0,108.94,123.68,130.07,130.44,72.93,78.12,78.4,42.53,2.215
2023-03-28,92.0,108.94,123.68,130.07,130.44,73.34,78.65,78.45,42.75,2.147
2023-03-29,92.0,108.94,123.68,130.07,130.44,73.12,78.28,78.41,42.805,2.184
2023-03-30,92.0,108.94,123.68,130.07,130.44,74.49,79.27,78.47,43.609,2.358
2023-03-31,94.51,111.41,128.84,135.08,128.99,75.8,79.77,78.49,47.845,2.465
2023-04-03,94.51,111.41,128.84,135.08,128.99,80.44,84.93,84.69,51.365,2.333
2023-04-04,94.51,111.41,128.84,135.08,128.99,80.72,84.94,84.47,46.57,2.344
2023-04-05,94.51,111.41,128.84,135.08,128.99,80.63,84.99,84.59,44.575,2.381
2023-04-06,95.97,113.65,129.24,133.76,127.96,80.68,85.12,84.99,43.125,2.238
2023-04-11,95.97,113.65,129.24,133.76,127.96,81.49,85.61,85.19,43.69,2.351
2023-04-12,95.97,113.65,129.24,133.76,127.96,83.09,87.33,86.35,42.88,2.267
2023-04-13,95.97,113.65,129.24,133.76,127.96,82.04,86.09,85.61,42.095,2.197
2023-04-14,89.92,105.11,119.93,122.4,126.04,82.43,86.31,85.64,41.15,2.305
2023-04-17,89.92,105.11,119.93,122.4,126.04,80.83,84.76,84.95,41.125,2.444
2023-04-18,89.92,105.11,119.93,122.4,126.04,80.9,84.77,85.0,42.72,2.517
2023-04-19,89.92,105.11,119.93,122.4,126.04,79.24,83.12,84.36,40.3,2.395
2023-04-20,89.92,105.11,119.93,122.4,126.04,77.37,81.1,83.55,40.565,2.427
2023-04-21,90.45,107.23,120.27,126.95,125.23,77.71,81.66,83.71,40.165,2.408
2023-04-24,90.45,107.23,120.27,126.95,125.23,78.6,82.73,83.9,39.925,2.471
2023-04-25,90.45,107.23,120.27,126.95,125.23,76.87,80.77,83.62,39.835,2.437
2023-04-26,90.45,107.23,120.27,126.95,125.23,74.19,77.69,83.23,38.55,2.305
2023-04-27,90.45,107.23,120.27,126.95,125.23,74.58,78.37,83.32,39.039,2.548
2023-04-28,91.28,108.09,122.2,127.42,125.82,76.61,79.54,83.41,38.54,2.578
2023-05-02,91.28,108.09,122.2,127.42,125.82,71.55,75.32,75.01,37.53,2.417
2023-05-03,91.28,108.09,122.2,127.42,125.82,68.55,72.33,72.28,36.78,2.36
2023-05-04,91.28,108.09,122.2,127.42,125.82,68.51,72.5,72.5,35.655,2.297
2023-05-05,87.26,103.26,116.71,122.63,123.74,71.27,75.3,74.88,36.575,2.321
2023-05-09,87.26,103.26,116.71,122.63,123.74,73.62,77.44,76.55,35.95,2.427
2023-05-10,87.26,103.26,116.71,122.63,123.74,72.52,76.41,75.64,34.995,2.336
2023-05-11,87.26,103.26,116.71,122.63,123.74,70.88,74.98,74.74,34.995,2.345
2023-05-12,78.21,97.07,104.98,112.03,116.59,70.02,74.17,74.01,32.765,2.438
2023-05-15,78.21,97.07,104.98,112.03,116.59,71.09,75.23,74.54,32.315,2.542
2023-05-16,78.21,97.07,104.98,112.03,116.59,70.84,74.91,74.42,31.82,2.534
2023-05-17,78.21,97.07,104.98,112.03,116.59,72.89,76.96,75.18,31.955,2.509
2023-05-18,78.21,97.07,104.98,112.03,116.59,71.94,75.86,74.76,29.785,2.715
2023-05-19,71.96,87.11,97.31,103.98,108.14,71.69,75.58,74.61,30.175,2.707
2023-05-22,71.96,87.11,97.31,103.98,108.14,72.05,75.99,74.77,29.71,2.551
2023-05-23,71.96,87.11,97.31,103.98,108.14,72.85,76.84,74.99,29.125,2.489
2023-05-24,71.96,87.11,97.31,103.98,108.14,74.29,78.36,75.41,27.785,2.566
2023-05-25,71.96,87.11,97.31,103.98,108.14,71.93,76.26,75.0,25.45,2.476
2023-05-26,71.12,86.39,98.43,104.24,104.4,72.76,76.95,75.14,24.52,2.417
2023-05-30,71.12,86.39,98.43,104.24,104.4,69.6,73.54,74.95,24.681,2.416
2023-05-31,71.12,86.39,98.43,104.24,104.4,68.24,72.66,74.93,26.85,2.358
